Id,Response
11430,1
11431,8
11432,4
11433,8
11435,7
11437,8
11439,3
11441,8
11444,8
11447,6
11458,6
11461,8
11464,3
11467,1
11471,8
11476,8
11477,1
11480,5
11485,8
11487,8
11489,8
11500,8
11502,8
11509,8
11518,8
11521,6
11523,8
11526,8
11528,8
11534,8
11542,1
11548,1
11550,8
11551,1
11552,1
11565,8
11566,1
11570,2
11572,8
11584,6
11588,8
11592,6
11598,8
11604,8
11606,2
11607,3
11609,8
11613,8
11615,8
11616,4
11617,8
11619,8
11621,6
11622,8
11623,8
11625,8
11629,8
11634,4
11637,8
11642,2
11657,6
11663,1
11666,8
11671,1
11681,1
11683,8
11694,1
11697,8
11700,3
11703,8
11713,8
11721,1
11725,8
11729,8
11736,3
11739,8
11740,8
11744,8
11750,1
11752,8
11753,8
11754,8
11759,1
11760,8
11767,4
11772,8
11776,1
11780,4
11783,8
11786,8
11790,1
11792,1
11797,1
11799,8
11801,1
11807,3
11813,4
11818,8
11835,6
11842,1
11843,8
11850,8
11861,8
11868,8
11871,1
11877,4
11887,8
11891,1
11897,8
11900,8
11906,8
11911,1
11913,1
11914,8
11915,8
11921,1
11925,2
11926,8
11932,8
11933,8
11936,1
11939,8
11941,8
11946,1
11947,8
11953,8
11958,8
11959,6
11960,4
11961,8
11962,8
11977,1
11978,4
11985,8
11986,8
11992,3
11997,6
12001,1
12006,1
12010,2
12017,8
12019,8
12041,1
12044,6
12050,1
12055,1
12062,8
12064,8
12068,8
12072,8
12073,8
12077,1
12080,1
12082,1
12088,8
12090,6
12092,8
12093,8
12094,8
12099,1
12106,8
12115,1
12124,8
12128,4
12132,8
12139,3
12147,8
12154,8
12162,8
12167,8
12169,8
12170,8
12171,7
12173,8
12178,4
12180,4
12182,8
12185,1
12195,8
12198,8
12204,8
12205,8
12206,8
12207,1
12209,8
12212,3
12215,2
12230,8
12236,8
12241,8
12244,1
12246,8
12261,3
12262,3
12265,8
12267,6
12268,8
12276,3
12279,5
12292,4
12295,8
12297,8
12308,3
12312,3
12317,8
12318,6
12321,8
12326,8
12328,8
12331,6
12336,8
12341,1
12343,8
12345,8
12349,4
12350,6
12353,5
12354,8
12361,1
12366,8
12380,1
12381,8
12386,4
12393,8
12396,8
12397,8
12401,8
12404,4
12410,1
12413,8
12417,1
12423,1
12428,8
12431,6
12433,8
12436,5
12440,4
12441,6
12448,6
12450,8
12452,2
12454,8
12457,8
12458,4
12459,8
12460,8
12472,8
12481,8
12483,4
12485,4
12486,2
12490,3
12499,6
12501,8
12506,5
12507,6
12512,8
12513,8
12515,3
12521,7
12526,8
12538,8
12542,8
12547,6
12548,8
12549,6
12553,6
12554,8
12556,8
12561,8
12562,8
12563,1
12565,8
12568,3
12569,8
12570,2
12577,8
12578,1
12582,8
12583,8
12597,8
12601,8
12606,5
12607,8
12619,7
12622,8
12625,8
12631,4
12635,8
12636,1
12641,5
12643,2
12651,8
12655,8
12660,8
12664,4
12677,8
12681,3
12683,5
12688,8
12689,2
12693,1
12694,2
12696,8
12707,8
12716,8
12720,8
12734,8
12735,6
12738,5
12741,8
12746,3
12753,3
12758,8
12760,8
12768,8
12771,1
12776,8
12780,8
12790,8
12792,3
12793,8
12795,8
12796,8
12797,8
12800,8
12803,1
12807,8
12809,8
12812,8
12816,4
12818,3
12819,8
12823,8
12825,8
12827,8
12829,1
12830,6
12838,1
12839,8
12843,8
12847,1
12848,8
12871,8
12873,8
12874,3
12875,6
12883,8
12890,6
12895,8
12900,8
12901,8
12902,8
12903,8
12904,8
12905,8
12908,8
12911,8
12912,8
12924,1
12930,8
12941,4
12950,8
12951,8
12956,4
12958,1
12967,8
12968,8
12980,8
12982,8
12983,6
12988,8
12996,8
12999,1
13005,8
13008,8
13009,5
13011,4
13012,2
13013,6
13015,3
13016,6
13018,4
13021,1
13024,8
13026,8
13031,8
13032,8
13034,1
13036,8
13039,1
13040,8
13043,8
13044,4
13060,5
13065,8
13075,6
13080,1
13088,3
13095,1
13102,3
13105,2
13107,1
13111,8
13112,8
13120,8
13122,4
13123,8
13124,1
13130,1
13132,8
13140,8
13142,8
13143,2
13144,8
13148,8
13151,2
13154,8
13166,8
13169,8
13175,4
13177,1
13178,8
13179,8
13182,8
13186,8
13188,8
13193,6
13199,8
13206,8
13216,8
13218,8
13228,8
13231,8
13235,6
13246,8
13253,8
13256,1
13259,8
13262,1
13266,3
13269,8
13271,1
13273,8
13274,8
13283,1
13288,8
13296,3
13297,8
13305,8
13312,8
13316,8
13319,8
13320,8
13328,3
13329,8
13335,3
13338,8
13340,4
13344,1
13345,2
13347,1
13350,8
13352,8
13354,1
13362,8
13368,3
13371,6
13374,8
13376,1
13377,8
13381,8
13385,8
13387,8
13395,8
13399,2
13406,8
13407,8
13411,8
13412,8
13422,4
13425,8
13427,3
13431,1
13438,8
13444,8
13445,8
13451,8
13454,8
13459,8
13465,3
13466,8
13472,8
13474,3
13478,3
13480,8
13483,1
13486,8
13499,8
13507,8
13511,4
13521,1
13522,8
13539,8
13541,8
13552,8
13556,6
13557,4
13561,8
13564,8
13573,8
13580,6
13583,4
13584,8
13585,8
13589,1
13590,8
13599,8
13601,8
13604,1
13611,4
13623,8
13629,6
13630,8
13632,8
13633,8
13636,8
13637,3
13644,8
13649,8
13652,8
13657,1
13661,8
13662,8
13664,8
13666,8
13680,6
13681,8
13684,5
13687,8
13689,1
13691,8
13692,8
13697,5
13701,8
13703,8
13709,8
13710,8
13712,1
13720,8
13721,8
13725,1
13728,4
13732,8
13736,3
13740,8
13744,8
13746,6
13750,6
13751,8
13754,8
13756,8
13764,1
13767,8
13776,8
13778,8
13784,8
13788,8
13789,8
13794,1
13798,4
13804,8
13806,1
13807,8
13808,8
13811,1
13831,8
13836,8
13840,8
13841,8
13843,8
13848,8
13851,8
13858,8
13865,8
13869,8
13871,8
13872,8
13873,3
13874,8
13876,2
13884,8
13893,8
13897,8
13907,8
13912,8
13917,8
13932,8
13933,6
13939,8
13942,8
13943,1
13954,1
13956,8
13960,2
13964,5
13965,6
13967,3
13971,8
13972,8
13973,6
13974,8
13976,8
13979,3
13990,8
13994,8
14008,8
14016,1
14023,4
14032,8
14035,8
14038,4
14040,8
14045,3
14052,1
14054,4
14056,8
14076,8
14078,8
14080,8
14085,1
14089,8
14090,8
14091,8
14096,8
14105,1
14108,8
14110,8
14117,8
14118,8
14119,8
14120,8
14122,1
14123,1
14124,8
14125,8
14135,6
14136,8
14138,8
14144,8
14146,6
14151,8
14163,8
14179,8
14181,8
14186,8
14190,8
14197,8
14198,8
14202,6
14203,3
14205,1
14208,8
14211,8
14220,8
14223,8
14227,8
14228,8
14237,8
14238,1
14240,8
14252,6
14254,8
14257,2
14260,8
14264,8
14266,8
14272,6
14273,3
14276,8
14277,8
14278,8
14279,6
14305,8
14313,8
14316,1
14318,8
14322,7
14334,8
14342,1
14346,8
14348,8
14350,1
14357,8
14359,8
14361,8
14363,8
14366,8
14371,6
14372,1
14375,3
14378,8
14380,1
14382,8
14384,8
14385,8
14388,8
14389,8
14391,8
14392,6
14402,6
14412,8
14414,3
14427,1
14428,3
14443,8
14449,6
14453,1
14460,1
14462,1
14465,8
14468,8
14472,8
14474,1
14475,8
14477,8
14479,8
14482,8
14489,8
14497,8
14500,8
14508,8
14509,8
14522,8
14525,4
14538,3
14539,8
14541,8
14543,8
14544,8
14549,8
14550,1
14552,8
14556,8
14563,8
14564,8
14566,8
14572,1
14574,4
14575,8
14579,2
14582,4
14585,1
14591,8
14592,8
14595,1
14604,4
14607,8
14612,8
14616,8
14618,1
14632,8
14633,4
14634,3
14635,1
14650,8
14657,6
14661,3
14662,8
14664,3
14672,1
14677,8
14681,1
14684,1
14689,8
14697,8
14700,6
14701,8
14717,8
14721,1
14733,3
14735,3
14737,8
14739,8
14740,1
14748,8
14750,4
14752,8
14754,1
14755,8
14763,8
14765,1
14779,8
14782,8
14785,1
14790,3
14792,6
14801,8
14812,1
14813,6
14816,1
14817,8
14819,3
14823,8
14831,8
14836,8
14838,8
14840,6
14844,8
14849,1
14851,6
14852,8
14858,8
14859,8
14862,8
14863,4
14869,8
14879,7
14882,4
14885,6
14890,2
14893,1
14897,4
14898,8
14901,1
14902,8
14917,1
14922,8
14924,8
14934,8
14940,4
14941,8
14945,5
14948,8
14956,1
14962,8
14963,1
14966,8
14972,8
14974,6
14977,8
14980,8
14990,6
14991,3
14998,8
15000,8
15014,8
15021,8
15025,8
15031,3
15036,8
15042,2
15047,1
15049,1
15055,4
15058,8
15059,4
15061,1
15069,8
15070,1
15072,8
15077,1
15085,8
15101,8
15105,1
15107,8
15108,8
15109,8
15111,8
15112,8
15113,2
15122,8
15128,8
15129,1
15131,8
15135,8
15136,8
15138,8
15140,5
15151,8
15160,8
15170,8
15171,8
15177,8
15184,8
15187,8
15195,8
15196,4
15202,1
15203,6
15205,5
15220,3
15222,8
15224,4
15226,8
15229,1
15232,8
15234,1
15250,8
15254,8
15258,2
15260,8
15261,8
15272,1
15276,1
15278,8
15282,8
15289,8
15290,1
15294,1
15298,1
15300,1
15304,8
15307,8
15308,8
15314,8
15322,8
15323,3
15330,8
15333,1
15334,4
15335,8
15341,1
15342,8
15343,8
15345,8
15346,8
15355,8
15356,8
15360,8
15364,8
15368,8
15389,8
15398,5
15400,8
15401,8
15405,1
15406,2
15408,8
15414,8
15416,5
15417,1
15428,7
15431,2
15434,8
15436,8
15437,6
15438,1
15440,1
15448,8
15449,8
15450,4
15451,6
15454,1
15459,7
15466,8
15468,8
15475,8
15478,4
15482,6
15483,8
15485,8
15494,8
15497,8
15504,8
15507,6
15519,8
15520,8
15521,8
15524,8
15534,1
15539,6
15540,8
15541,8
15543,6
15547,8
15548,5
15551,8
15563,3
15565,8
15569,8
15570,8
15572,3
15575,8
15584,4
15585,6
15587,4
15588,8
15592,8
15593,8
15599,8
15603,8
15605,1
15606,1
15607,8
15622,8
15623,3
15628,8
15630,1
15632,4
15635,8
15642,1
15643,1
15647,8
15648,1
15651,1
15652,8
15655,3
15656,8
15657,8
15659,8
15663,8
15664,8
15665,8
15666,8
15667,8
15672,8
15676,8
15685,8
15697,8
15705,8
15706,3
15715,6
15720,1
15724,8
15725,1
15726,8
15729,5
15731,8
15745,8
15753,1
15754,2
15760,8
15763,8
15764,8
15767,8
15770,3
15772,3
15777,8
15781,1
15784,4
15785,1
15799,3
15803,1
15805,8
15806,6
15808,8
15810,8
15816,6
15818,8
15824,8
15825,5
15827,8
15834,6
15835,8
15837,8
15839,1
15843,8
15845,1
15850,8
15852,8
15853,8
15864,8
15866,8
15868,8
15869,8
15876,8
15877,2
15882,8
15891,8
15900,8
15905,8
15913,8
15918,8
15925,6
15933,1
15936,8
15939,8
15940,8
15944,8
15945,8
15950,8
15951,2
15958,3
15971,8
15972,1
15976,8
15979,6
15980,1
15984,8
15985,8
15986,4
15987,3
15988,1
15990,8
15991,6
15993,8
16008,8
16009,3
16011,6
16016,1
16022,1
16024,6
16025,8
16031,8
16032,8
16036,8
16039,4
16043,8
16044,1
16046,8
16051,8
16052,8
16056,6
16057,8
16061,2
16067,8
16070,1
16073,8
16075,8
16076,8
16079,8
16081,8
16082,8
16083,1
16086,8
16088,4
16094,8
16097,8
16099,8
16102,8
16107,3
16112,5
16115,3
16119,8
16120,1
16123,8
16128,4
16134,2
16138,6
16141,5
16142,8
16144,4
16154,1
16155,8
16159,1
16161,8
16163,8
16168,8
16169,8
16170,6
16173,8
16175,4
16176,8
16177,8
16182,1
16183,8
16186,3
16188,6
16194,8
16201,8
16204,1
16205,8
16208,8
16212,6
16213,8
16221,8
16227,8
16231,6
16233,8
16234,8
16235,1
16238,8
16239,1
16245,8
16247,1
16248,8
16252,1
16257,8
16259,8
16260,8
16262,8
16264,6
16268,1
16273,4
16277,8
16284,8
16290,8
16291,8
16304,8
16307,8
16309,8
16310,8
16317,6
16319,8
16323,6
16329,8
16340,8
16345,1
16348,8
16350,8
16353,6
16363,8
16364,8
16366,3
16379,1
16387,8
16390,1
16392,8
16393,4
16396,2
16398,1
16400,8
16403,8
16409,8
16414,8
16417,8
16418,1
16420,8
16421,4
16422,6
16430,8
16432,6
16433,4
16434,8
16435,6
16436,4
16444,8
16451,6
16458,8
16463,6
16466,6
16469,8
16471,8
16475,1
16480,8
16481,3
16486,8
16489,8
16493,8
16499,8
16507,8
16509,2
16514,8
16515,3
16518,8
16520,8
16525,1
16531,1
16532,1
16534,8
16537,6
16538,8
16539,8
16540,8
16549,8
16558,8
16560,6
16569,3
16571,8
16574,1
16581,8
16583,8
16590,8
16594,8
16616,7
16617,8
16619,8
16623,8
16629,1
16634,8
16640,8
16641,6
16642,8
16650,8
16656,8
16658,8
16664,1
16671,8
16676,8
16678,8
16685,2
16693,6
16695,8
16698,8
16702,1
16708,8
16713,3
16727,8
16728,8
16736,8
16743,6
16746,1
16751,8
16752,4
16754,4
16775,8
16782,8
16783,8
16785,7
16796,7
16797,8
16804,8
16814,7
16816,8
16819,1
16828,8
16834,8
16836,1
16840,8
16841,6
16844,1
16845,3
16860,8
16867,8
16869,8
16878,8
16879,8
16885,8
16897,6
16904,4
16905,1
16911,8
16912,6
16916,4
16918,8
16923,4
16927,8
16932,8
16938,3
16939,8
16944,1
16948,8
16956,8
16961,8
16964,8
16966,8
16971,8
16972,4
16978,8
16983,8
16989,8
16990,8
16992,3
16994,4
16997,6
17002,4
17008,6
17015,8
17018,8
17019,1
17026,2
17029,6
17035,1
17038,8
17044,3
17047,1
17051,8
17054,7
17055,8
17070,8
17073,8
17075,8
17078,8
17079,1
17080,8
17081,8
17082,8
17084,8
17090,8
17091,3
17103,4
17120,1
17128,8
17129,8
17130,8
17133,8
17135,8
17136,1
17138,8
17164,1
17165,3
17175,8
17176,1
17189,8
17191,2
17193,1
17194,6
17201,8
17203,8
17208,3
17212,6
17213,3
17214,8
17215,8
17219,6
17225,6
17226,4
17227,8
17233,8
17235,8
17245,8
17254,8
17258,8
17261,8
17262,8
17263,1
17265,8
17273,4
17276,4
17278,5
17281,8
17284,8
17287,8
17290,1
17292,1
17298,8
17299,8
17300,8
17301,8
17302,8
17311,7
17314,1
17321,8
17322,6
17324,8
17328,8
17331,8
17332,3
17337,1
17343,8
17344,8
17345,8
17348,8
17354,1
17362,8
17363,8
17365,8
17376,4
17383,3
17385,6
17391,1
17394,1
17395,8
17396,3
17401,4
17404,6
17405,8
17407,8
17411,1
17424,1
17427,8
17435,8
17438,4
17440,8
17444,8
17445,8
17449,8
17456,8
17458,8
17459,8
17468,6
17470,8
17472,8
17477,8
17479,3
17483,8
17485,1
17492,8
17493,8
17496,1
17499,8
17506,6
17507,1
17513,1
17516,6
17520,8
17524,8
17528,6
17538,8
17541,8
17545,6
17546,1
17552,8
17553,8
17555,8
17565,8
17567,1
17571,8
17573,8
17574,4
17580,8
17582,8
17598,8
17602,8
17606,1
17607,8
17623,5
17632,8
17633,8
17643,8
17646,8
17647,8
17648,8
17657,8
17658,8
17659,4
17667,8
17670,8
17677,6
17678,8
17680,8
17683,1
17684,8
17688,8
17689,3
17693,8
17694,8
17701,1
17702,3
17703,8
17704,6
17708,1
17710,8
17711,8
17712,1
17714,8
17715,8
17716,8
17718,8
17720,8
17724,8
17729,8
17731,8
17734,8
17741,8
17742,1
17744,8
17746,8
17749,8
17752,8
17753,8
17756,3
17757,8
17758,3
17766,8
17769,8
17778,8
17780,8
17781,8
17794,1
17801,8
17805,8
17811,3
17820,8
17824,8
17827,8
17830,2
17832,8
17838,8
17839,8
17840,7
17850,8
17856,3
17859,8
17861,8
17864,8
17868,1
17869,8
17871,6
17872,8
17874,8
17884,4
17885,1
17886,1
17887,3
17892,8
17893,8
17894,8
17897,8
17905,8
17908,4
17913,1
17915,1
17918,8
17922,2
17923,1
17924,8
17925,8
17929,8
17938,8
17940,6
17941,8
17944,3
17953,6
17956,6
17960,8
17965,8
17969,8
17973,8
17977,8
17979,1
17981,8
17982,8
17984,3
17986,6
17989,3
17997,1
17998,7
18000,8
18004,8
18010,8
18012,8
18013,3
18015,6
18027,4
18029,8
18034,8
18043,8
18049,8
18050,8
18053,8
18058,1
18061,8
18063,5
18065,8
18066,4
18071,8
18077,8
18078,8
18083,1
18086,8
18089,8
18096,8
18105,1
18106,8
18107,7
18109,8
18111,8
18115,4
18123,8
18124,1
18125,6
18126,8
18127,8
18132,1
18133,1
18136,8
18145,6
18146,4
18161,1
18166,1
18168,2
18176,3
18177,1
18178,7
18183,8
18184,8
18186,8
18192,8
18193,8
18197,1
18198,8
18204,8
18206,4
18207,8
18211,8
18212,8
18216,1
18223,4
18225,8
18227,3
18228,3
18229,4
18233,8
18244,3
18248,4
18251,1
18253,8
18256,4
18262,8
18269,8
18270,1
18274,6
18275,8
18283,4
18285,8
18291,8
18292,8
18293,8
18294,8
18297,8
18299,8
18302,1
18309,5
18311,8
18313,1
18326,8
18331,1
18335,8
18336,8
18337,8
18342,4
18351,8
18358,8
18359,6
18361,8
18362,8
18367,8
18369,2
18370,4
18374,1
18376,1
18377,4
18378,1
18380,8
18381,8
18383,2
18389,8
18390,8
18393,8
18394,1
18398,4
18400,3
18404,8
18406,1
18407,3
18410,8
18411,3
18412,6
18413,8
18416,8
18422,6
18427,8
18428,3
18430,1
18437,8
18438,1
18443,8
18445,1
18446,8
18453,3
18457,5
18459,8
18460,4
18462,3
18464,4
18469,8
18473,1
18474,8
18479,8
18480,8
18481,1
18484,8
18487,6
18492,8
18502,1
18504,4
18509,1
18512,1
18515,8
18517,8
18521,3
18537,1
18538,8
18542,8
18543,8
18546,8
18549,3
18552,6
18558,1
18560,8
18562,8
18566,4
18568,8
18569,1
18570,5
18571,8
18575,8
18576,6
18585,6
18587,8
18588,8
18589,8
18590,1
18596,5
18597,1
18600,8
18612,3
18615,1
18620,8
18624,8
18629,8
18632,8
18636,3
18637,8
18638,7
18639,8
18640,8
18643,8
18645,5
18646,8
18653,8
18656,8
18662,6
18666,8
18668,1
18671,8
18672,4
18673,6
18677,8
18680,8
18681,1
18683,8
18687,3
18689,8
18691,8
18703,8
18706,8
18715,6
18720,8
18722,6
18737,8
18738,8
18742,8
18744,6
18774,6
18784,8
18785,8
18787,6
18788,8
18798,8
18799,1
18802,8
18810,8
18811,3
18813,8
18816,8
18819,1
18821,3
18823,4
18828,6
18831,8
18833,3
18835,1
18840,6
18843,8
18846,8
18852,8
18867,8
18871,4
18872,6
18879,3
18880,6
18886,3
18888,8
18889,8
18897,8
18898,4
18900,8
18901,5
18908,8
18921,3
18923,1
18932,1
18939,3
18949,1
18951,8
18957,6
18958,8
18975,1
18982,6
18987,3
18990,8
18991,8
18999,8
19008,8
19010,8
19012,8
19014,8
19016,1
19017,8
19018,1
19024,8
19025,8
19030,8
19032,1
19034,6
19041,8
19042,8
19043,8
19045,8
19047,3
19048,8
19050,4
19051,1
19057,8
19060,1
19063,4
19069,8
19073,8
19074,4
19078,8
19080,3
19082,8
19096,8
19104,8
19105,8
19108,4
19112,8
19114,1
19127,4
19128,3
19129,1
19130,1
19131,4
19140,6
19145,8
19147,8
19148,3
19151,2
19160,8
19163,8
19164,1
19168,1
19171,8
19175,8
19180,1
19181,1
19189,1
19191,8
19193,8
19200,8
19202,8
19203,1
19205,8
19206,8
19207,8
19209,4
19213,8
19240,8
19241,8
19243,8
19247,8
19248,8
19252,1
19254,8
19272,1
19273,8
19285,8
19289,8
19295,8
19298,8
19301,6
19304,8
19315,8
19316,1
19317,1
19318,8
19321,2
19322,8
19325,1
19333,8
19341,8
19342,1
19346,5
19348,8
19351,7
19354,3
19356,8
19374,6
19375,2
19376,1
19380,8
19386,8
19388,8
19389,6
19393,2
19398,6
19399,8
19403,8
19406,1
19410,8
19416,4
19417,8
19422,1
19427,2
19436,8
19440,8
19442,1
19443,8
19446,8
19447,1
19456,2
19460,3
19468,8
19469,6
19470,4
19475,1
19478,1
19481,8
19482,6
19488,1
19490,8
19491,8
19497,8
19502,8
19504,8
19508,8
19511,6
19518,8
19520,3
19522,8
19530,8
19542,4
19544,1
19546,1
19547,2
19549,8
19552,8
19556,8
19559,4
19562,8
19564,1
19567,8
19568,1
19580,2
19581,3
19582,1
19585,1
19591,5
19594,8
19598,8
19602,3
19612,7
19613,8
19618,3
19623,2
19624,8
19628,8
19629,3
19631,8
19633,8
19636,8
19637,8
19641,8
19642,8
19655,4
19656,8
19658,8
19664,5
19665,6
19667,1
19668,8
19669,3
19673,3
19675,8
19676,5
19678,8
19680,1
19683,4
19684,8
19692,8
19698,8
19700,6
19702,8
19705,1
19706,6
19707,1
19711,6
19714,8
19718,8
19720,3
19735,1
19736,8
19741,6
19744,1
19745,8
19748,8
19750,8
19763,8
19767,1
19775,8
19778,6
19779,8
19782,6
19784,8
19785,3
19786,6
19788,8
19789,1
19791,1
19792,8
19794,1
19796,8
19802,3
19803,8
19804,2
19806,8
19812,8
19816,4
19818,3
19819,8
19820,1
19821,3
19823,7
19830,8
19834,1
19838,8
19841,8
19843,6
19847,8
19848,8
19850,8
19854,3
19861,8
19865,1
19866,8
19869,3
19871,1
19877,1
19885,8
19886,2
19888,8
19889,6
19895,1
19896,7
19899,1
19901,8
19907,8
19909,4
19910,8
19911,8
19918,3
19919,8
19928,2
19931,8
19944,8
19948,8
19956,8
19957,8
19961,8
19964,4
19965,3
19969,8
19978,8
19982,8
19983,1
19987,8
19988,8
19989,8
19992,6
19995,6
19996,1
20009,1
20017,8
20025,8
20032,8
20034,4
20039,1
20042,1
20044,8
20048,6
20051,2
20056,8
20064,8
20065,8
20069,1
20073,4
20087,8
20088,1
20097,8
20098,8
20106,6
20108,3
20113,8
20117,1
20119,1
20120,1
20122,1
20125,8
20126,4
20127,8
20131,6
20133,8
20136,8
20137,8
20144,3
20146,8
20147,8
20149,1
20158,8
20164,8
20170,1
20172,3
20175,8
20182,8
20187,8
20197,8
20199,1
20201,8
20204,8
20216,8
20221,6
20224,3
20226,1
20227,8
20230,3
20232,7
20235,8
20237,8
20240,8
20243,8
20245,3
20246,8
20250,2
20256,8
20261,8
20274,5
20280,2
20281,8
20282,6
20283,4
20291,8
20294,4
20300,8
20301,8
20306,8
20307,8
20311,8
20318,1
20319,8
20321,6
20324,3
20327,8
20328,8
20330,8
20332,8
20333,6
20334,8
20343,1
20354,8
20358,8
20368,8
20369,8
20371,1
20374,6
20379,8
20380,6
20385,1
20391,8
20392,8
20393,8
20394,8
20404,4
20413,3
20414,8
20418,8
20422,6
20428,1
20431,1
20435,3
20439,8
20454,6
20460,8
20462,8
20464,8
20477,8
20482,8
20484,5
20487,4
20505,8
20506,4
20507,8
20512,1
20514,1
20515,1
20517,1
20522,8
20523,1
20524,8
20525,1
20530,8
20544,1
20545,8
20552,4
20554,1
20557,6
20564,8
20568,8
20570,8
20579,8
20586,8
20591,1
20597,8
20602,8
20608,3
20609,1
20618,4
20619,8
20636,8
20640,6
20646,4
20654,8
20656,8
20661,8
20664,4
20665,8
20666,8
20671,2
20694,4
20695,8
20704,6
20705,5
20707,8
20710,6
20711,1
20712,8
20714,8
20722,1
20732,6
20738,6
20745,8
20746,6
20747,8
20751,8
20755,8
20762,1
20763,6
20769,8
20774,8
20780,8
20782,6
20783,8
20784,8
20811,8
20812,1
20814,8
20825,3
20827,8
20828,8
20830,8
20833,8
20835,8
20843,1
20846,3
20847,8
20849,8
20851,1
20858,8
20863,8
20870,4
20875,8
20879,8
20881,6
20887,8
20892,6
20895,8
20903,8
20905,4
20907,8
20908,8
20912,8
20915,8
20917,4
20918,4
20923,8
20924,6
20925,8
20927,3
20935,3
20937,8
20943,8
20945,8
20949,3
20950,8
20964,1
20970,4
20980,7
20990,8
20991,8
20996,4
21000,8
21002,8
21004,8
21011,4
21014,1
21015,8
21022,8
21026,8
21037,6
21038,4
21039,8
21061,4
21063,2
21065,8
21069,3
21071,6
21084,8
21086,8
21087,5
21089,4
21094,8
21095,8
21098,8
21103,8
21105,1
21106,8
21108,8
21109,1
21111,8
21112,1
21120,8
21125,6
21141,8
21142,8
21144,8
21146,1
21150,3
21159,3
21165,8
21166,8
21180,3
21183,1
21186,2
21187,4
21189,8
21193,8
21194,8
21205,1
21208,6
21209,8
21210,1
21211,8
21214,6
21221,8
21228,8
21235,8
21239,8
21242,8
21244,1
21245,8
21251,7
21260,1
21267,8
21269,1
21275,2
21281,2
21282,5
21286,8
21287,8
21292,1
21294,4
21305,1
21323,6
21329,8
21331,8
21332,8
21334,8
21340,8
21344,1
21346,8
21347,8
21348,1
21354,4
21365,1
21367,8
21368,6
21369,4
21371,8
21377,5
21379,8
21381,6
21382,1
21383,8
21387,1
21390,8
21394,8
21395,8
21397,8
21399,8
21400,8
21401,8
21402,6
21405,8
21406,8
21409,6
21411,8
21412,8
21416,8
21421,8
21422,8
21425,8
21428,8
21431,8
21434,8
21436,1
21444,1
21448,7
21453,8
21457,2
21461,8
21476,1
21480,1
21484,8
21489,8
21490,1
21494,6
21496,8
21506,8
21508,3
21515,8
21516,3
21517,7
21524,8
21543,8
21558,8
21559,5
21566,8
21572,8
21575,6
21578,4
21589,1
21595,8
21596,8
21605,8
21621,8
21628,3
21630,8
21632,8
21643,8
21645,8
21652,8
21660,8
21661,1
21664,8
21665,2
21666,1
21669,8
21673,1
21674,4
21675,2
21676,5
21680,8
21688,8
21693,7
21695,5
21697,8
21699,8
21705,8
21706,2
21707,1
21709,8
21711,8
21712,8
21717,4
21722,8
21726,1
21731,8
21732,4
21744,1
21745,8
21752,8
21759,8
21763,8
21765,3
21772,6
21779,1
21787,7
21790,6
21793,1
21794,8
21799,6
21809,8
21816,8
21819,3
21822,8
21837,8
21838,8
21839,1
21846,8
21848,8
21849,8
21856,6
21858,6
21866,8
21870,8
21873,8
21878,6
21881,8
21887,8
21890,4
21897,6
21902,8
21909,8
21915,7
21918,8
21920,8
21923,1
21924,8
21929,8
21933,3
21944,3
21946,8
21947,8
21953,8
21959,8
21969,3
21972,8
21975,8
21978,8
21979,8
21996,1
22001,8
22016,8
22017,6
22022,8
22028,8
22029,8
22033,8
22034,6
22037,4
22040,8
22042,8
22044,8
22045,8
22048,3
22054,1
22056,8
22057,8
22058,8
22065,8
22069,6
22073,1
22075,8
22077,8
22080,1
22082,8
22084,8
22085,8
22087,1
22089,6
22092,8
22093,1
22097,8
22099,8
22100,5
22101,8
22109,8
22111,5
22113,4
22114,3
22115,8
22117,8
22118,1
22128,8
22131,8
22132,6
22139,1
22140,8
22144,8
22158,3
22161,8
22162,1
22163,8
22164,1
22172,1
22176,1
22179,8
22181,1
22182,1
22184,8
22185,7
22187,8
22188,1
22196,8
22197,8
22213,6
22221,3
22222,8
22223,8
22225,1
22226,8
22227,8
22236,8
22238,8
22239,8
22241,8
22243,1
22244,8
22248,1
22253,8
22255,8
22257,8
22259,8
22267,8
22269,8
22271,8
22272,8
22273,1
22276,3
22279,8
22281,8
22286,8
22288,8
22292,3
22300,8
22301,1
22308,1
22317,4
22318,6
22321,8
22322,1
22328,8
22329,8
22331,3
22333,1
22334,8
22337,8
22338,8
22342,6
22346,8
22348,3
22354,8
22358,8
22359,8
22361,8
22368,5
22369,2
22370,8
22372,4
22375,1
22376,8
22378,8
22379,1
22381,8
22382,8
22394,8
22404,8
22405,3
22406,8
22410,1
22413,8
22420,5
22423,8
22425,5
22428,1
22431,6
22434,7
22440,1
22449,3
22452,8
22453,8
22458,8
22459,8
22464,4
22466,8
22475,2
22480,8
22482,8
22486,4
22487,3
22489,6
22490,1
22493,8
22494,8
22496,5
22500,1
22506,3
22516,1
22520,5
22527,8
22530,5
22534,8
22535,8
22544,6
22546,3
22547,8
22557,8
22559,3
22561,6
22566,3
22567,8
22570,1
22574,8
22584,8
22588,1
22589,6
22590,1
22591,3
22592,1
22596,1
22598,1
22600,8
22602,1
22603,8
22604,1
22610,8
